company_name,schedule_type,work_from_home,search_location,salary_rate,locations,min_yearly,max_yearly
Upwork,Contractor,True,United States,an hour,Remote,72800.0,156000.0
Upwork,Contractor,True,United States,an hour,Remote,72800.0,156000.0
Upwork,Contractor,True,United States,an hour,Remote,79040.0,156000.0
Upwork,Contractor,True,United States,an hour,Remote,79040.0,156000.0
Upwork,Contractor,True,United States,an hour,Remote,79040.0,156000.0
Upwork,Part-time,True,United States,an hour,Remote,83200.0,124800.0
Upwork,Contractor,True,United States,an hour,Remote,83200.0,124800.0
Upwork,Contractor,True,United States,an hour,Remote,83200.0,156000.0
Upwork,Contractor,True,United States,an hour,Remote,93600.0,151840.0
Upwork,Contractor,True,United States,an hour,Remote,93600.0,156000.0
Upwork,Contractor,True,United States,an hour,Remote,101920.0,158080.0
Upwork,Contractor,True,United States,an hour,Remote,124800.0,166400.0
Upwork,Contractor,True,United States,an hour,Remote,124800.0,166400.0
Upwork,Contractor,True,United States,an hour,Remote,124800.0,187200.0
Upwork,Contractor,True,United States,an hour,Remote,104000.0,208000.0
Upwork,Contractor,True,United States,an hour,Remote,104000.0,208000.0
Upwork,Contractor,True,United States,an hour,Remote,145600.0,208000.0
Upwork,Contractor,True,United States,an hour,Remote,145600.0,239200.0
Upwork,Contractor,True,United States,an hour,Remote,20800.0,31200.0
Upwork,Contractor,True,United States,an hour,Remote,20800.0,31200.0
Upwork,Contractor,True,United States,an hour,Remote,20800.0,31200.0
Upwork,Contractor,True,United States,an hour,Remote,20800.0,31200.0
Upwork,Contractor,True,United States,an hour,Remote,20800.0,31200.0
Upwork,Contractor,True,United States,an hour,Remote,20800.0,41600.0
Upwork,Contractor,True,United States,an hour,Remote,20800.0,41600.0
Upwork,Contractor,True,United States,an hour,Remote,20800.0,41600.0
Upwork,Contractor,True,United States,an hour,Remote,20800.0,41600.0
Upwork,Contractor,True,United States,an hour,Remote,20800.0,52000.0
Upwork,Contractor,True,United States,an hour,Remote,20800.0,93600.0
Upwork,Contractor,True,United States,an hour,Remote,31200.0,52000.0
Upwork,Full-time,True,United States,an hour,Remote,31200.0,93600.0
Upwork,Contractor,True,United States,an hour,Remote,31200.0,93600.0
Upwork,Contractor,True,United States,an hour,Remote,31200.0,93600.0
Upwork,Contractor,True,United States,an hour,Remote,31200.0,114400.0
Upwork,Contractor,True,United States,an hour,Remote,31200.0,176800.0
Upwork,Contractor,True,United States,an hour,Remote,33280.0,93600.0
Upwork,Contractor,True,United States,an hour,Remote,33280.0,93600.0
Upwork,Contractor,True,United States,an hour,Remote,33280.0,93600.0
Upwork,Contractor,True,United States,an hour,Remote,33280.0,93600.0
Upwork,Contractor,True,United States,an hour,Remote,33280.0,93600.0
Upwork,Contractor,True,United States,an hour,Remote,35360.0,52000.0
Upwork,Contractor,True,United States,an hour,Remote,35360.0,93600.0
Upwork,Contractor,True,United States,an hour,Remote,35360.0,93600.0
Upwork,Contractor,True,United States,an hour,Remote,35360.0,93600.0
Upwork,Contractor,True,United States,an hour,Remote,35360.0,93600.0
Upwork,Contractor,True,United States,an hour,Remote,35360.0,93600.0
Upwork,Part-time,True,United States,an hour,Remote,41600.0,62400.0
Upwork,Contractor,True,United States,an hour,Remote,41600.0,62400.0
Upwork,Part-time,True,United States,an hour,Remote,41600.0,72800.0
Upwork,Contractor,True,United States,an hour,Remote,41600.0,83200.0
Upwork,Contractor,True,United States,an hour,Remote,41600.0,83200.0
Upwork,Contractor,True,United States,an hour,Remote,41600.0,83200.0
Upwork,Contractor,True,United States,an hour,Remote,52000.0,72800.0
Upwork,Contractor,True,United States,an hour,Remote,52000.0,166400.0
Upwork,Contractor,True,United States,an hour,Remote,62400.0,110240.0
Upwork,Contractor,True,United States,an hour,Remote,62400.0,135200.0
Upwork,Contractor,True,United States,an hour,Remote,62400.0,156000.0
Upwork,Contractor,True,United States,an hour,Remote,62400.0,156000.0
Upwork,Contractor,True,United States,an hour,Remote,72800.0,124800.0
Upwork,Contractor,True,United States,an hour,Remote,72800.0,135200.0
Upwork,Contractor,True,United States,an hour,Remote,72800.0,156000.0
Upwork,Full-time,True,United States,an hour,Remote,79040.0,145600.0
Upwork,Contractor,True,United States,an hour,Remote,83200.0,124800.0
Upwork,Contractor,True,United States,an hour,Remote,83200.0,141440.0
Upwork,Contractor,True,United States,an hour,Remote,83200.0,156000.0
Upwork,Contractor,True,United States,an hour,Remote,83200.0,156000.0
Upwork,Contractor,True,United States,an hour,Remote,83200.0,156000.0
Upwork,Contractor,True,United States,an hour,Remote,83200.0,156000.0
Upwork,Contractor,True,United States,an hour,Remote,83200.0,156000.0
Upwork,Contractor,True,United States,an hour,Remote,83200.0,166400.0
Upwork,Contractor,True,United States,an hour,Remote,93600.0,156000.0
Upwork,Contractor,True,United States,an hour,Remote,93600.0,156000.0
Upwork,Contractor,True,United States,an hour,Remote,93600.0,156000.0
Upwork,Contractor,True,United States,an hour,Remote,93600.0,156000.0
Upwork,Contractor,True,United States,an hour,Remote,104000.0,156000.0
Upwork,Contractor,True,United States,an hour,Remote,104000.0,156000.0
Upwork,Contractor,True,United States,an hour,Remote,104000.0,166400.0
Upwork,Contractor,True,United States,an hour,Remote,20800.0,208000.0
Upwork,Full-time,True,United States,an hour,Remote,104000.0,208000.0
Upwork,Contractor,True,United States,an hour,Remote,145600.0,239200.0
Upwork,Contractor,True,United States,an hour,Remote,156000.0,249600.0
Upwork,Contractor,True,United States,an hour,Remote,20800.0,31200.0
Upwork,Contractor,True,United States,an hour,Remote,20800.0,31200.0
Upwork,Contractor,True,United States,an hour,Remote,20800.0,31200.0
Upwork,Contractor,True,United States,an hour,Remote,20800.0,31200.0
Upwork,Contractor,True,United States,an hour,Remote,20800.0,41600.0
Upwork,Contractor,True,United States,an hour,Remote,20800.0,41600.0
Upwork,Contractor,True,United States,an hour,Remote,20800.0,52000.0
Upwork,Contractor,True,United States,an hour,Remote,20800.0,62400.0
Upwork,Contractor,True,United States,an hour,Remote,20800.0,62400.0
Upwork,Contractor,True,United States,an hour,Remote,20800.0,62400.0
Upwork,Contractor,True,United States,an hour,Remote,20800.0,62400.0
Upwork,Contractor,True,United States,an hour,Remote,20800.0,62400.0
Upwork,Contractor,True,United States,an hour,Remote,20800.0,72800.0
Upwork,Contractor,True,United States,an hour,Remote,20800.0,72800.0
Upwork,Contractor,True,United States,an hour,Remote,20800.0,72800.0
Upwork,Contractor,True,United States,an hour,Remote,20800.0,93600.0
Upwork,Contractor,True,United States,an hour,Remote,24960.0,52000.0
Upwork,Contractor,True,United States,an hour,Remote,24960.0,62400.0
Upwork,Contractor,True,United States,an hour,Remote,24960.0,72800.0
Upwork,Contractor,True,United States,an hour,Remote,31200.0,58240.0
Upwork,Contractor,True,United States,an hour,Remote,31200.0,62400.0
Upwork,Contractor,True,United States,an hour,Remote,31200.0,62400.0
Upwork,Contractor,True,United States,an hour,Remote,31200.0,72800.0
Upwork,Contractor,True,United States,an hour,Remote,31200.0,93600.0
Upwork,Contractor,True,United States,an hour,Remote,31200.0,93600.0
Upwork,Contractor,True,United States,an hour,Remote,31200.0,104000.0
Upwork,Contractor,True,United States,an hour,Remote,33280.0,93600.0
Upwork,Contractor,True,United States,an hour,Remote,33280.0,93600.0
Upwork,Contractor,True,United States,an hour,Remote,33280.0,93600.0
Upwork,Contractor,True,United States,an hour,Remote,35360.0,93600.0
Upwork,Contractor,True,United States,an hour,Remote,35360.0,93600.0
Upwork,Contractor,True,United States,an hour,Remote,35360.0,93600.0
Upwork,Contractor,True,United States,an hour,Remote,35360.0,145600.0
Upwork,Contractor,True,United States,an hour,Remote,41600.0,45760.0
Upwork,Contractor,True,United States,an hour,Remote,41600.0,52000.0
Upwork,Contractor,True,United States,an hour,Remote,41600.0,62400.0
Upwork,Contractor,True,United States,an hour,Remote,41600.0,156000.0
Upwork,Contractor,True,United States,an hour,Remote,41600.0,156000.0
Upwork,Contractor,True,United States,an hour,Remote,52000.0,58240.0
Upwork,Contractor,True,United States,an hour,Remote,52000.0,72800.0
Upwork,Contractor,True,United States,an hour,Remote,52000.0,83200.0
Upwork,Contractor,True,United States,an hour,Remote,52000.0,93600.0
Upwork,Contractor,True,United States,an hour,Remote,52000.0,104000.0
Upwork,Contractor,True,United States,an hour,Remote,52000.0,124800.0
Upwork,Contractor,True,United States,an hour,Remote,52000.0,156000.0
Upwork,Full-time,True,United States,an hour,Remote,56160.0,114400.0
Upwork,Contractor,True,United States,an hour,Remote,60320.0,91520.0
Upwork,Contractor,True,United States,an hour,Remote,62400.0,72800.0
Upwork,Contractor,True,United States,an hour,Remote,62400.0,124800.0
Upwork,Contractor,True,United States,an hour,Remote,62400.0,124800.0
Upwork,Contractor,True,United States,an hour,Remote,62400.0,156000.0
Upwork,Contractor,True,United States,an hour,Remote,72800.0,104000.0
Upwork,Contractor,True,United States,an hour,Remote,72800.0,135200.0
Upwork,Contractor,True,United States,an hour,Remote,72800.0,135200.0
Upwork,Contractor,True,United States,an hour,Remote,72800.0,156000.0
Upwork,Contractor,True,United States,an hour,Remote,83200.0,156000.0
Upwork,Contractor,True,United States,an hour,Remote,83200.0,156000.0
Upwork,Contractor,True,United States,an hour,Remote,83200.0,156000.0
Upwork,Contractor,True,United States,an hour,Remote,93600.0,114400.0
Upwork,Contractor,True,United States,an hour,Remote,93600.0,156000.0
Upwork,Contractor,True,United States,an hour,Remote,93600.0,197600.0
Upwork,Contractor,True,United States,an hour,Remote,104000.0,156000.0
Upwork,Contractor,True,United States,an hour,Remote,104000.0,166400.0
Upwork,Contractor,True,United States,an hour,Remote,114400.0,166400.0
Upwork,Contractor,True,United States,an hour,Remote,135200.0,176800.0
Upwork,Contractor,True,United States,an hour,Remote,41600.0,208000.0
Upwork,Contractor,True,United States,an hour,Remote,41600.0,249600.0
Upwork,Contractor,True,United States,an hour,Remote,145600.0,239200.0
Upwork,Contractor,True,United States,an hour,Remote,156000.0,249600.0
Upwork,Contractor,True,United States,an hour,Remote,156000.0,249600.0
Upwork,Contractor,True,United States,an hour,Remote,20800.0,31200.0
Upwork,Contractor,True,United States,an hour,Remote,20800.0,41600.0
Upwork,Contractor,True,United States,an hour,Remote,20800.0,41600.0
Upwork,Contractor,True,United States,an hour,Remote,20800.0,52000.0
Upwork,Contractor,True,United States,an hour,Remote,20800.0,66560.0
Upwork,Contractor,True,United States,an hour,Remote,20800.0,72800.0
Upwork,Contractor,True,United States,an hour,Remote,20800.0,72800.0
Upwork,Contractor,True,United States,an hour,Remote,20800.0,72800.0
Upwork,Contractor,True,United States,an hour,Remote,20800.0,83200.0
Upwork,Contractor,True,United States,an hour,Remote,20800.0,104000.0
Upwork,Contractor,True,United States,an hour,Remote,20800.0,104000.0
Upwork,Contractor,True,United States,an hour,Remote,24960.0,52000.0
Upwork,Contractor,True,United States,an hour,Remote,24960.0,72800.0
Upwork,Contractor,True,United States,an hour,Remote,31200.0,52000.0
Upwork,Contractor,True,United States,an hour,Remote,31200.0,72800.0
Upwork,Contractor,True,United States,an hour,Remote,31200.0,93600.0
Upwork,Contractor,True,United States,an hour,Remote,31200.0,93600.0
Upwork,Contractor,True,United States,an hour,Remote,31200.0,93600.0
Upwork,Contractor,True,United States,an hour,Remote,31200.0,93600.0
Upwork,Contractor,True,United States,an hour,Remote,31200.0,104000.0
Upwork,Contractor,True,United States,an hour,Remote,31200.0,166400.0
Upwork,Contractor,True,United States,an hour,Remote,33280.0,45760.0
Upwork,Contractor,True,United States,an hour,Remote,33280.0,93600.0
Upwork,Contractor,True,United States,an hour,Remote,33280.0,93600.0
Upwork,Contractor,True,United States,an hour,Remote,33280.0,93600.0
Upwork,Contractor,True,United States,an hour,Remote,33280.0,93600.0
Upwork,Contractor,True,United States,an hour,Remote,33280.0,93600.0
Upwork,Contractor,True,United States,an hour,Remote,35360.0,62400.0
Upwork,Contractor,True,United States,an hour,Remote,35360.0,93600.0
Upwork,Contractor,True,United States,an hour,Remote,35360.0,93600.0
Upwork,Contractor,True,United States,an hour,Remote,35360.0,93600.0
Upwork,Contractor,True,United States,an hour,Remote,35360.0,145600.0
Upwork,Contractor,True,United States,an hour,Remote,37440.0,72800.0
Upwork,Contractor,True,United States,an hour,Remote,41600.0,52000.0
Upwork,Contractor,True,United States,an hour,Remote,41600.0,62400.0
Upwork,Contractor,True,United States,an hour,Remote,41600.0,62400.0
Upwork,Part-time,True,United States,an hour,Remote,41600.0,83200.0
Upwork,Contractor,True,United States,an hour,Remote,41600.0,93600.0
Upwork,Contractor,True,United States,an hour,Remote,41600.0,104000.0
Upwork,Contractor,True,United States,an hour,Remote,41600.0,156000.0
Upwork,Contractor,True,United States,an hour,Remote,52000.0,72800.0
Upwork,Contractor,True,United States,an hour,Remote,52000.0,72800.0
Upwork,Contractor,True,United States,an hour,Remote,52000.0,104000.0
Upwork,Contractor,True,United States,an hour,Remote,52000.0,104000.0
Upwork,Contractor,True,United States,an hour,Remote,52000.0,114400.0
Upwork,Full-time,True,United States,an hour,Remote,62400.0,104000.0
Upwork,Contractor,True,United States,an hour,Remote,62400.0,122720.0
Upwork,Contractor,True,United States,an hour,Remote,62400.0,156000.0
Upwork,Contractor,True,United States,an hour,Remote,72800.0,124800.0
Upwork,Contractor,True,United States,an hour,Remote,72800.0,124800.0
Upwork,Contractor,True,United States,an hour,Remote,72800.0,176800.0
Upwork,Contractor,True,United States,an hour,Remote,79040.0,114400.0
Upwork,Contractor,True,United States,an hour,Remote,79040.0,145600.0
Upwork,Contractor,True,United States,an hour,Remote,79040.0,145600.0
Upwork,Contractor,True,United States,an hour,Remote,79040.0,156000.0
Upwork,Contractor,True,United States,an hour,Remote,83200.0,145600.0
Upwork,Contractor,True,United States,an hour,Remote,83200.0,156000.0
Upwork,Contractor,True,United States,an hour,Remote,83200.0,156000.0
Upwork,Contractor,True,United States,an hour,Remote,83200.0,156000.0
Upwork,Contractor,True,United States,an hour,Remote,83200.0,156000.0
Upwork,Contractor,True,United States,an hour,Remote,83200.0,156000.0
Upwork,Contractor,True,United States,an hour,Remote,83200.0,156000.0
Upwork,Contractor,True,United States,an hour,Remote,83200.0,156000.0
Upwork,Contractor,True,United States,an hour,Remote,83200.0,156000.0
Upwork,Contractor,True,United States,an hour,Remote,83200.0,156000.0
Upwork,Contractor,True,United States,an hour,Remote,83200.0,156000.0
Upwork,Contractor,True,United States,an hour,Remote,93600.0,156000.0
Upwork,Contractor,True,United States,an hour,Remote,104000.0,187200.0
Upwork,Contractor,True,United States,an hour,Remote,114400.0,145600.0
Upwork,Contractor,True,United States,an hour,Remote,124800.0,166400.0
Upwork,Contractor,True,United States,an hour,Remote,62400.0,249600.0
Upwork,Contractor,True,United States,an hour,Remote,135200.0,208000.0
Upwork,Contractor,True,United States,an hour,Remote,156000.0,249600.0
Upwork,Contractor,True,United States,an hour,Remote,20800.0,31200.0
Upwork,Contractor,True,United States,an hour,Remote,20800.0,33280.0
Upwork,Full-time,True,United States,an hour,Remote,20800.0,41600.0
Upwork,Contractor,True,United States,an hour,Remote,20800.0,41600.0
Upwork,Contractor,True,United States,an hour,Remote,20800.0,52000.0
Upwork,Contractor,True,United States,an hour,Remote,20800.0,62400.0
Upwork,Contractor,True,United States,an hour,Remote,20800.0,62400.0
Upwork,Contractor,True,United States,an hour,Remote,20800.0,64480.0
Upwork,Contractor,True,United States,an hour,Remote,20800.0,72800.0
Upwork,Contractor,True,United States,an hour,Remote,20800.0,72800.0
Upwork,Contractor,True,United States,an hour,Remote,20800.0,83200.0
Upwork,Contractor,True,United States,an hour,Remote,20800.0,93600.0
Upwork,Contractor,True,United States,an hour,Remote,24960.0,41600.0
Upwork,Contractor,True,United States,an hour,Remote,27040.0,41600.0
Upwork,Contractor,True,United States,an hour,Remote,31200.0,41600.0
Upwork,Contractor,True,United States,an hour,Remote,31200.0,41600.0
Upwork,Contractor,True,United States,an hour,Remote,31200.0,52000.0
Upwork,Contractor,True,United States,an hour,Remote,31200.0,62400.0
Upwork,Contractor,True,United States,an hour,Remote,31200.0,62400.0
Upwork,Contractor,True,United States,an hour,Remote,31200.0,62400.0
Upwork,Contractor,True,United States,an hour,Remote,31200.0,72800.0
Upwork,Contractor,True,United States,an hour,Remote,31200.0,83200.0
Upwork,Contractor,True,United States,an hour,Remote,31200.0,83200.0
Upwork,Contractor,True,United States,an hour,Remote,31200.0,93600.0
Upwork,Contractor,True,United States,an hour,Remote,31200.0,93600.0
Upwork,Contractor,True,United States,an hour,Remote,31200.0,93600.0
Upwork,Contractor,True,United States,an hour,Remote,31200.0,93600.0
Upwork,Contractor,True,United States,an hour,Remote,31200.0,93600.0
Upwork,Contractor,True,United States,an hour,Remote,31200.0,93600.0
Upwork,Contractor,True,United States,an hour,Remote,31200.0,93600.0
Upwork,Contractor,True,United States,an hour,Remote,31200.0,104000.0
Upwork,Contractor,True,United States,an hour,Remote,31200.0,156000.0
Upwork,Contractor,True,United States,an hour,Remote,33280.0,52000.0
Upwork,Contractor,True,United States,an hour,Remote,33280.0,62400.0
Upwork,Part-time,True,United States,an hour,Remote,33280.0,93600.0
Upwork,Contractor,True,United States,an hour,Remote,33280.0,93600.0
Upwork,Contractor,True,United States,an hour,Remote,33280.0,93600.0
Upwork,Contractor,True,United States,an hour,Remote,33280.0,93600.0
Upwork,Contractor,True,United States,an hour,Remote,35360.0,83200.0
Upwork,Contractor,True,United States,an hour,Remote,35360.0,93600.0
Upwork,Contractor,True,United States,an hour,Remote,35360.0,93600.0
Upwork,Contractor,True,United States,an hour,Remote,35360.0,93600.0
Upwork,Contractor,True,United States,an hour,Remote,35360.0,93600.0
Upwork,Contractor,True,United States,an hour,Remote,35360.0,104000.0
Upwork,Contractor,True,United States,an hour,Remote,41600.0,72800.0
Upwork,Contractor,True,United States,an hour,Remote,41600.0,83200.0
Upwork,Contractor,True,United States,an hour,Remote,41600.0,104000.0
Upwork,Contractor,True,United States,an hour,Remote,41600.0,104000.0
Upwork,Contractor,True,United States,an hour,Remote,41600.0,135200.0
Upwork,Contractor,True,United States,an hour,Remote,41600.0,156000.0
Upwork,Contractor,True,United States,an hour,Remote,52000.0,72800.0
Upwork,Contractor,True,United States,an hour,Remote,52000.0,176800.0
Upwork,Contractor,True,United States,an hour,Remote,62400.0,110240.0
Upwork,Contractor,True,United States,an hour,Remote,62400.0,156000.0
Upwork,Contractor,True,United States,an hour,Remote,66560.0,72800.0
Upwork,Contractor,True,United States,an hour,Remote,66560.0,72800.0
Upwork,Contractor,True,United States,an hour,Remote,72800.0,124800.0
Upwork,Contractor,True,United States,an hour,Remote,72800.0,156000.0
Upwork,Contractor,True,United States,an hour,Remote,79040.0,145600.0
Upwork,Part-time,True,United States,an hour,Remote,79040.0,156000.0
Upwork,Contractor,True,United States,an hour,Remote,79040.0,156000.0
Upwork,Contractor,True,United States,an hour,Remote,79040.0,156000.0
Upwork,Contractor,True,United States,an hour,Remote,83200.0,124800.0
Upwork,Contractor,True,United States,an hour,Remote,83200.0,156000.0
Upwork,Contractor,True,United States,an hour,Remote,83200.0,156000.0
Upwork,Contractor,True,United States,an hour,Remote,83200.0,156000.0
Upwork,Contractor,True,United States,an hour,Remote,83200.0,156000.0
Upwork,Contractor,True,United States,an hour,Remote,83200.0,156000.0
Upwork,Contractor,True,United States,an hour,Remote,83200.0,156000.0
Upwork,Contractor,True,United States,an hour,Remote,83200.0,156000.0
Upwork,Contractor,True,United States,an hour,Remote,83200.0,156000.0
Upwork,Contractor,True,United States,an hour,Remote,83200.0,156000.0
Upwork,Contractor,True,United States,an hour,Remote,83200.0,187200.0
Upwork,Contractor,True,United States,an hour,Remote,83200.0,187200.0
Upwork,Contractor,True,United States,an hour,Remote,93600.0,151840.0
Upwork,Contractor,True,United States,an hour,Remote,93600.0,156000.0
Upwork,Contractor,True,United States,an hour,Remote,93600.0,187200.0
Upwork,Contractor,True,United States,an hour,Remote,104000.0,156000.0
Upwork,Contractor,True,United States,an hour,Remote,104000.0,187200.0
Upwork,Contractor,True,United States,an hour,Remote,124800.0,145600.0
Upwork,Contractor,True,United States,an hour,Remote,41600.0,208000.0
Upwork,Contractor,True,United States,an hour,Remote,93600.0,208000.0
Upwork,Contractor,True,United States,an hour,Remote,104000.0,249600.0
Upwork,Contractor,True,United States,an hour,Remote,114400.0,208000.0
Upwork,Contractor,True,United States,an hour,Remote,124800.0,208000.0
Upwork,Contractor,True,United States,an hour,Remote,145600.0,239200.0
Upwork,Contractor,True,United States,an hour,Remote,156000.0,208000.0
Upwork,Contractor,True,United States,an hour,Remote,156000.0,249600.0
Upwork,Contractor,True,United States,an hour,Remote,156000.0,249600.0
Upwork,Contractor,True,United States,an hour,Remote,156000.0,249600.0
Upwork,Contractor,True,United States,an hour,Remote,156000.0,249600.0
Upwork,Contractor,True,United States,an hour,Remote,166400.0,208000.0
Upwork,Contractor,True,United States,an hour,Remote,20800.0,31200.0
Upwork,Contractor,True,United States,an hour,Remote,20800.0,31200.0
Upwork,Contractor,True,United States,an hour,Remote,20800.0,41600.0
Upwork,Contractor,True,United States,an hour,Remote,20800.0,41600.0
Upwork,Contractor,True,United States,an hour,Remote,20800.0,41600.0
Upwork,Contractor,True,United States,an hour,Remote,20800.0,41600.0
Upwork,Contractor,True,United States,an hour,Remote,20800.0,52000.0
Upwork,Contractor,True,United States,an hour,Remote,20800.0,52000.0
Upwork,Contractor,True,United States,an hour,Remote,20800.0,52000.0
Upwork,Contractor,True,United States,an hour,Remote,20800.0,52000.0
Upwork,Contractor,True,United States,an hour,Remote,20800.0,62400.0
Upwork,Contractor,True,United States,an hour,Remote,20800.0,62400.0
Upwork,Contractor,True,United States,an hour,Remote,20800.0,72800.0
Upwork,Contractor,True,United States,an hour,Remote,20800.0,83200.0
Upwork,Contractor,True,United States,an hour,Remote,20800.0,93600.0
Upwork,Contractor,True,United States,an hour,Remote,20800.0,93600.0
Upwork,Contractor,True,United States,an hour,Remote,20800.0,156000.0
Upwork,Contractor,True,United States,an hour,Remote,24960.0,72800.0
Upwork,Contractor,True,United States,an hour,Remote,31200.0,35360.0
Upwork,Part-time,True,United States,an hour,Remote,31200.0,41600.0
Upwork,Contractor,True,United States,an hour,Remote,31200.0,41600.0
Upwork,Contractor,True,United States,an hour,Remote,31200.0,41600.0
Upwork,Contractor,True,United States,an hour,Remote,31200.0,52000.0
Upwork,Contractor,True,United States,an hour,Remote,31200.0,52000.0
Upwork,Contractor,True,United States,an hour,Remote,31200.0,52000.0
Upwork,Contractor,True,United States,an hour,Remote,31200.0,52000.0
Upwork,Part-time,True,United States,an hour,Remote,31200.0,62400.0
Upwork,Contractor,True,United States,an hour,Remote,31200.0,83200.0
Upwork,Contractor,True,United States,an hour,Remote,31200.0,83200.0
Upwork,Part-time,True,United States,an hour,Remote,31200.0,93600.0
Upwork,Contractor,True,United States,an hour,Remote,31200.0,93600.0
Upwork,Contractor,True,United States,an hour,Remote,31200.0,93600.0
Upwork,Contractor,True,United States,an hour,Remote,31200.0,93600.0
Upwork,Contractor,True,United States,an hour,Remote,31200.0,93600.0
Upwork,Contractor,True,United States,an hour,Remote,31200.0,93600.0
Upwork,Contractor,True,United States,an hour,Remote,31200.0,93600.0
Upwork,Contractor,True,United States,an hour,Remote,31200.0,93600.0
Upwork,Contractor,True,United States,an hour,Remote,31200.0,93600.0
Upwork,Contractor,True,United States,an hour,Remote,31200.0,93600.0
Upwork,Contractor,True,United States,an hour,Remote,31200.0,93600.0
Upwork,Contractor,True,United States,an hour,Remote,31200.0,93600.0
Upwork,Contractor,True,United States,an hour,Remote,31200.0,156000.0
Upwork,Contractor,True,United States,an hour,Remote,33280.0,62400.0
Upwork,Contractor,True,United States,an hour,Remote,33280.0,62400.0
Upwork,Part-time,True,United States,an hour,Remote,33280.0,83200.0
Upwork,Full-time,True,United States,an hour,Remote,33280.0,93600.0
Upwork,Contractor,True,United States,an hour,Remote,33280.0,93600.0
Upwork,Contractor,True,United States,an hour,Remote,33280.0,93600.0
Upwork,Contractor,True,United States,an hour,Remote,33280.0,93600.0
Upwork,Contractor,True,United States,an hour,Remote,33280.0,93600.0
Upwork,Contractor,True,United States,an hour,Remote,33280.0,93600.0
Upwork,Contractor,True,United States,an hour,Remote,33280.0,93600.0
Upwork,Contractor,True,United States,an hour,Remote,33280.0,93600.0
Upwork,Contractor,True,United States,an hour,Remote,33280.0,93600.0
Upwork,Contractor,True,United States,an hour,Remote,33280.0,93600.0
Upwork,Contractor,True,United States,an hour,Remote,33280.0,156000.0
Upwork,Contractor,True,United States,an hour,Remote,35360.0,93600.0
Upwork,Contractor,True,United States,an hour,Remote,35360.0,93600.0
Upwork,Contractor,True,United States,an hour,Remote,35360.0,93600.0
Upwork,Contractor,True,United States,an hour,Remote,35360.0,93600.0
Upwork,Contractor,True,United States,an hour,Remote,35360.0,93600.0
Upwork,Contractor,True,United States,an hour,Remote,35360.0,93600.0
Upwork,Contractor,True,United States,an hour,Remote,41600.0,52000.0
Upwork,Contractor,True,United States,an hour,Remote,41600.0,64480.0
Upwork,Full-time,True,United States,an hour,Remote,41600.0,72800.0
Upwork,Contractor,True,United States,an hour,Remote,41600.0,83200.0
Upwork,Contractor,True,United States,an hour,Remote,41600.0,93600.0
Upwork,Contractor,True,United States,an hour,Remote,41600.0,104000.0
Upwork,Contractor,True,United States,an hour,Remote,41600.0,104000.0
Upwork,Contractor,True,United States,an hour,Remote,41600.0,104000.0
Upwork,Contractor,True,United States,an hour,Remote,41600.0,104000.0
Upwork,Contractor,True,United States,an hour,Remote,41600.0,104000.0
Upwork,Contractor,True,United States,an hour,Remote,45760.0,56160.0
Upwork,Contractor,True,United States,an hour,Remote,49920.0,156000.0
Upwork,Contractor,True,United States,an hour,Remote,52000.0,72800.0
Upwork,Contractor,True,United States,an hour,Remote,52000.0,93600.0
Upwork,Contractor,True,United States,an hour,Remote,52000.0,93600.0
Upwork,Contractor,True,United States,an hour,Remote,52000.0,93600.0
Upwork,Contractor,True,United States,an hour,Remote,52000.0,156000.0
Upwork,Contractor,True,United States,an hour,Remote,62400.0,72800.0
Upwork,Contractor,True,United States,an hour,Remote,62400.0,74880.0
Upwork,Contractor,True,United States,an hour,Remote,62400.0,83200.0
Upwork,Contractor,True,United States,an hour,Remote,62400.0,104000.0
Upwork,Contractor,True,United States,an hour,Remote,62400.0,124800.0
Upwork,Contractor,True,United States,an hour,Remote,62400.0,124800.0
Upwork,Contractor,True,United States,an hour,Remote,62400.0,124800.0
Upwork,Contractor,True,United States,an hour,Remote,62400.0,145600.0
Upwork,Contractor,True,United States,an hour,Remote,72800.0,104000.0
Upwork,Contractor,True,United States,an hour,Remote,72800.0,156000.0
Upwork,Contractor,True,United States,an hour,Remote,72800.0,156000.0
Upwork,Contractor,True,United States,an hour,Remote,79040.0,114400.0
Upwork,Contractor,True,United States,an hour,Remote,79040.0,114400.0
Upwork,Contractor,True,United States,an hour,Remote,79040.0,135200.0
Upwork,Contractor,True,United States,an hour,Remote,79040.0,156000.0
Upwork,Contractor,True,United States,an hour,Remote,83200.0,124800.0
Upwork,Contractor,True,United States,an hour,Remote,83200.0,124800.0
Upwork,Contractor,True,United States,an hour,Remote,83200.0,145600.0
Upwork,Contractor,True,United States,an hour,Remote,83200.0,156000.0
Upwork,Contractor,True,United States,an hour,Remote,83200.0,156000.0
Upwork,Contractor,True,United States,an hour,Remote,83200.0,156000.0
Upwork,Contractor,True,United States,an hour,Remote,83200.0,185120.0
Upwork,Contractor,True,United States,an hour,Remote,93600.0,114400.0
Upwork,Contractor,True,United States,an hour,Remote,93600.0,151840.0
Upwork,Contractor,True,United States,an hour,Remote,93600.0,156000.0
Upwork,Contractor,True,United States,an hour,Remote,93600.0,156000.0
Upwork,Contractor,True,United States,an hour,Remote,93600.0,156000.0
Upwork,Contractor,True,United States,an hour,Remote,93600.0,156000.0
